"Date";"CPU in perc";"Disk in bytes";"Memory in bytes"
20/10/2020T21:10;3.4;327600575;377307136
20/10/2020T21:20;3.4;327723410;380669952
20/10/2020T21:30;3.4;327818934;384598016
20/10/2020T21:40;3.4;327821729;176185344
20/10/2020T21:50;3.4;328142744;383074304
20/10/2020T22:00;3.4;328276383;347656192
20/10/2020T22:10;3.4;328509753;352194560
20/10/2020T22:20;3.4;328653263;348254208
20/10/2020T22:30;3.4;328830143;353579008
20/10/2020T22:40;3.4;328988055;351186944
20/10/2020T22:50;3.4;329184643;351346688
20/10/2020T23:00;3.4;329294107;350306304
20/10/2020T23:10;3.3;329464193;360124416
20/10/2020T23:20;3.3;329636708;361631744
20/10/2020T23:30;3.3;329770879;353132544
20/10/2020T23:40;3.3;329939501;353013760
20/10/2020T23:50;3.3;330059342;368046080
21/10/2020T00:00;3.3;330221213;371281920
21/10/2020T00:10;3.3;330460725;364290048
21/10/2020T00:20;3.3;330574676;360214528
21/10/2020T00:30;3.3;330704823;359419904
21/10/2020T00:40;3.3;330850713;357883904
21/10/2020T00:50;3.3;331004152;359059456
21/10/2020T01:00;3.3;331132144;357703680
21/10/2020T01:10;3.3;331290135;360284160
21/10/2020T01:20;3.3;331422279;361918464
21/10/2020T01:30;3.3;331570609;365719552
21/10/2020T01:40;3.3;331764376;357875712
21/10/2020T01:50;3.3;331917610;360509440
21/10/2020T02:00;3.3;332160139;362090496
21/10/2020T02:10;3.3;332302921;360620032
21/10/2020T02:20;3.3;332461811;363032576
21/10/2020T02:30;3.3;332622429;366309376
21/10/2020T02:40;3.3;332768645;360923136
21/10/2020T02:50;3.3;332928369;362119168
21/10/2020T03:00;3.3;333120846;360693760
21/10/2020T03:10;3.3;333338857;364400640
21/10/2020T03:20;3.3;333541427;363659264
21/10/2020T03:30;3.3;333700895;365416448
21/10/2020T03:40;3.3;333848390;364695552
21/10/2020T03:50;3.3;333986856;370401280
21/10/2020T04:00;3.3;334134505;364302336
21/10/2020T04:10;3.3;334291777;366804992
21/10/2020T04:20;3.3;334480376;364998656
21/10/2020T04:30;3.3;334657745;366931968
21/10/2020T04:40;3.3;334826461;364699648
21/10/2020T04:50;3.3;334998409;369172480
21/10/2020T05:00;3.3;335180039;365789184
21/10/2020T05:10;3.3;335314578;364535808
21/10/2020T05:20;3.3;335518578;364429312
21/10/2020T05:30;3.3;335716015;365629440
21/10/2020T05:40;3.3;335829957;368898048
21/10/2020T05:50;3.3;336009305;368582656
21/10/2020T06:00;3.3;336154664;367263744
21/10/2020T06:10;3.3;336409834;369278976
21/10/2020T06:20;3.3;336615905;367669248
21/10/2020T06:30;3.3;336791630;367476736
21/10/2020T06:40;3.3;336928358;369799168
21/10/2020T06:50;3.3;337058561;370909184
21/10/2020T07:00;3.3;337209775;370225152
21/10/2020T07:10;3.3;337390595;367783936
21/10/2020T07:20;3.3;337536395;370745344
21/10/2020T07:30;3.3;337685834;371245056
21/10/2020T07:40;3.3;337795028;370081792
21/10/2020T07:50;3.3;337948584;369594368
21/10/2020T08:00;3.3;338055917;370909184
21/10/2020T08:10;3.3;338220815;371437568
21/10/2020T08:20;3.3;338454945;371335168
21/10/2020T08:30;3.3;338598127;370540544
21/10/2020T08:40;3.3;338747758;381390848
21/10/2020T08:50;3.3;338853581;375447552
21/10/2020T09:00;3.3;339081355;376938496
21/10/2020T09:10;3.3;339301905;374255616
21/10/2020T09:20;3.3;339452520;374808576
21/10/2020T09:30;3.3;339613216;374345728
21/10/2020T09:40;3.3;339735083;376045568
21/10/2020T09:50;3.3;339897258;380538880
21/10/2020T10:00;3.3;340083736;381292544
21/10/2020T10:10;3.3;340248242;380968960
21/10/2020T10:20;3.3;340428347;379174912
21/10/2020T10:30;3.3;340606855;378843136
21/10/2020T10:40;3.3;340798142;382984192
21/10/2020T10:50;3.3;340979269;387960832
21/10/2020T11:00;3.3;341112125;398168064
21/10/2020T11:10;3.3;341235017;178266112
21/10/2020T11:20;3.3;341235017;177328128
21/10/2020T11:30;3.3;341235017;178286592
21/10/2020T11:40;3.3;341235017;179503104
21/10/2020T11:50;3.3;341895543;380362752
21/10/2020T12:00;3.3;342007264;383307776
21/10/2020T12:10;3.3;342224942;384344064
21/10/2020T12:20;3.3;342424067;384499712
21/10/2020T12:30;3.3;342624626;383676416
21/10/2020T12:40;3.3;342804971;385454080
21/10/2020T12:50;3.3;342953331;384655360
21/10/2020T13:00;3.3;343073928;387063808
21/10/2020T13:10;3.3;343260961;383897600
21/10/2020T13:20;3.3;343433431;388034560
21/10/2020T13:30;3.3;343581664;388202496
21/10/2020T13:40;3.3;343701879;388222976
21/10/2020T13:50;3.3;343847983;393486336
21/10/2020T14:00;3.3;344005125;390094848
21/10/2020T14:10;3.3;344194841;393035776
21/10/2020T14:20;3.3;344368692;390209536
21/10/2020T14:30;3.3;344502625;392331264
21/10/2020T14:40;3.3;344648072;389607424
21/10/2020T14:50;3.3;344804422;390213632
21/10/2020T15:00;3.3;344975889;390901760
21/10/2020T15:10;3.3;345108461;353484800
21/10/2020T15:20;3.3;345288627;355323904
21/10/2020T15:30;3.3;345418730;352124928
21/10/2020T15:40;3.3;345571898;354516992
21/10/2020T15:50;3.3;345757360;356241408
21/10/2020T16:00;3.3;345914968;356470784
21/10/2020T16:10;3.3;346088733;357363712
21/10/2020T16:20;3.3;346236960;356986880
21/10/2020T16:30;3.3;346375468;357773312
21/10/2020T16:40;3.3;346571862;356155392
21/10/2020T16:50;3.3;346729533;358006784
21/10/2020T17:00;3.3;346880892;357654528
21/10/2020T17:10;3.3;347103358;358326272
21/10/2020T17:20;3.3;347245762;357744640
21/10/2020T17:30;3.3;347413922;357457920
21/10/2020T17:40;3.3;347551339;356593664
21/10/2020T17:50;3.3;347708147;359546880
21/10/2020T18:00;3.3;347852381;368193536
21/10/2020T18:10;3.3;348033746;369573888
21/10/2020T18:20;3.3;348227267;371531776
21/10/2020T18:30;3.3;348374357;367915008
21/10/2020T18:40;3.3;348588723;369913856
21/10/2020T18:50;3.3;348801847;373022720
21/10/2020T19:00;3.3;348938397;369647616
21/10/2020T19:10;3.3;349147863;370765824
21/10/2020T19:20;3.3;349314371;375123968
21/10/2020T19:30;3.3;349489514;372301824
21/10/2020T19:40;3.3;349645924;369750016
21/10/2020T19:50;3.3;349826583;373329920
21/10/2020T20:00;3.3;350053476;379412480
21/10/2020T20:10;3.3;350219306;365142016
21/10/2020T20:20;3.3;350371651;366514176
21/10/2020T20:30;3.3;350570584;183865344
21/10/2020T20:40;3.3;350570584;519938048
21/10/2020T20:50;3.3;350570584;183435264
21/10/2020T21:00;3.3;350570584;182038528
21/10/2020T21:10;3.3;350570584;184782848
21/10/2020T21:20;3.3;350570584;183463936
21/10/2020T21:30;3.3;350570584;187932672
21/10/2020T21:40;3.3;350570584;186531840
21/10/2020T21:50;3.3;350570584;186306560
21/10/2020T22:00;3.3;350570584;183701504
21/10/2020T22:10;3.3;350570584;186511360
21/10/2020T22:20;3.3;350570584;182239232
21/10/2020T22:30;3.3;350570584;185163776
21/10/2020T22:40;3.3;350570584;185716736
21/10/2020T22:50;3.3;350570584;189095936
21/10/2020T23:00;3.3;350570584;181026816
21/10/2020T23:10;3.3;350570584;176914432
21/10/2020T23:20;3.3;350570584;176492544
21/10/2020T23:30;3.3;350570584;177971200
21/10/2020T23:40;3.3;350570584;179798016
21/10/2020T23:50;3.3;352325378;385896448
22/10/2020T00:00;3.3;354118393;393220096
22/10/2020T00:10;3.3;354273537;397086720
22/10/2020T00:20;3.3;354390652;391598080
22/10/2020T00:30;3.3;354523694;393789440
22/10/2020T00:40;3.3;354675673;396136448
22/10/2020T00:50;3.3;354802667;392830976
22/10/2020T01:00;3.3;354955363;395583488
22/10/2020T01:10;3.3;355112023;392511488
22/10/2020T01:20;3.3;355280675;399564800
22/10/2020T01:30;3.3;355471017;392892416
22/10/2020T01:40;3.3;355602953;394919936
22/10/2020T01:50;3.3;355796690;398757888
22/10/2020T02:00;3.3;355920254;399507456
22/10/2020T02:10;3.3;356112855;396742656
22/10/2020T02:20;3.3;356246064;403550208
22/10/2020T02:30;3.2;356398226;400617472
22/10/2020T02:40;3.2;356577317;397881344
22/10/2020T02:50;3.2;356732584;399400960
22/10/2020T03:00;3.2;356872948;400261120
22/10/2020T03:10;3.2;357039307;399753216
22/10/2020T03:20;3.2;357191043;401747968
22/10/2020T03:30;3.2;357359328;363790336
22/10/2020T03:40;3.2;357494136;365268992
22/10/2020T03:50;3.2;357625861;363245568
22/10/2020T04:00;3.2;357809965;367382528
22/10/2020T04:10;3.2;357994056;364478464
22/10/2020T04:20;3.2;358139890;366317568
22/10/2020T04:30;3.2;358311358;364441600
22/10/2020T04:40;3.2;358488562;365219840
22/10/2020T04:50;3.2;358643767;368316416
22/10/2020T05:00;3.2;358840418;366493696
22/10/2020T05:10;3.2;358990602;364457984
22/10/2020T05:20;3.2;359130533;364576768
22/10/2020T05:30;3.2;359242087;368087040
22/10/2020T05:40;3.2;359433091;369254400
22/10/2020T05:50;3.2;359573499;364777472
22/10/2020T06:00;3.2;359722120;368033792
22/10/2020T06:10;3.2;359860271;369831936
22/10/2020T06:20;3.2;360007431;374878208
22/10/2020T06:30;3.2;360181601;370098176
22/10/2020T06:40;3.2;360323506;371482624
22/10/2020T06:50;3.2;360489753;374071296
22/10/2020T07:00;3.2;360617311;370880512
22/10/2020T07:10;3.2;360808472;371290112
22/10/2020T07:20;3.2;360978893;371593216
22/10/2020T07:30;3.2;361134931;372760576
22/10/2020T07:40;3.2;361298664;369876992
22/10/2020T07:50;3.2;361484901;373121024
22/10/2020T08:00;3.2;361599627;377462784
22/10/2020T08:10;3.2;361770716;372412416
22/10/2020T08:20;3.2;361955159;374751232
22/10/2020T08:30;3.2;362158158;374067200
22/10/2020T08:40;3.2;362297461;372854784
22/10/2020T08:50;3.2;362471978;372756480
22/10/2020T09:00;3.2;362598367;374403072
22/10/2020T09:10;3.2;362743006;373870592
22/10/2020T09:20;3.2;362905601;374534144
22/10/2020T09:30;3.2;363087012;376999936
22/10/2020T09:40;3.2;363256530;373284864
22/10/2020T09:50;3.2;363391327;375422976
22/10/2020T10:00;3.2;363557310;379789312
22/10/2020T10:10;3.2;363726180;377761792
22/10/2020T10:20;3.2;363852504;377991168
22/10/2020T10:30;3.2;363997829;376967168
22/10/2020T10:40;3.2;364169109;379965440
22/10/2020T10:50;3.2;364381944;379195392
22/10/2020T11:00;3.2;364526659;377090048
22/10/2020T11:10;3.2;364716521;378630144
22/10/2020T11:20;3.2;364902817;380391424
22/10/2020T11:30;3.2;364994980;385761280
22/10/2020T11:40;3.2;365019569;188211200
22/10/2020T11:50;3.2;365019569;188620800
22/10/2020T12:00;3.2;365435193;391241728
22/10/2020T12:10;3.2;365635936;394092544
22/10/2020T12:20;3.2;365768511;393732096
22/10/2020T12:30;3.2;365974511;395227136
22/10/2020T12:40;3.2;366153671;396357632
22/10/2020T12:50;3.2;366319678;394686464
22/10/2020T13:00;3.2;366442943;394801152
22/10/2020T13:10;3.2;366605228;395874304
22/10/2020T13:20;3.2;366765055;396390400
22/10/2020T13:30;3.2;366938184;396222464
22/10/2020T13:40;3.2;367075673;395743232
22/10/2020T13:50;3.2;367240306;395546624
22/10/2020T14:00;3.2;367353637;399167488
22/10/2020T14:10;3.2;367549522;400797696
22/10/2020T14:20;3.2;367655156;399929344
22/10/2020T14:30;3.2;367794494;401600512
22/10/2020T14:40;3.2;367956771;398843904
22/10/2020T14:50;3.2;368127376;401178624
22/10/2020T15:00;3.2;368275305;402796544
22/10/2020T15:10;3.2;368428229;399245312
22/10/2020T15:20;3.2;368576670;399687680
22/10/2020T15:30;3.2;368731317;404561920
22/10/2020T15:40;3.2;368941543;401694720
22/10/2020T15:50;3.2;369124783;363859968
22/10/2020T16:00;3.2;369305272;365965312
22/10/2020T16:10;3.2;369552353;367386624
22/10/2020T16:20;3.2;369693399;366350336
22/10/2020T16:30;3.2;369835142;366743552
22/10/2020T16:40;3.2;370010368;371806208
22/10/2020T16:50;3.2;370221114;367468544
22/10/2020T17:00;3.2;370437009;367775744
22/10/2020T17:10;3.2;370645401;366784512
22/10/2020T17:20;3.2;370799817;368459776
22/10/2020T17:30;3.2;370962375;366465024
22/10/2020T17:40;3.2;371072403;366850048
22/10/2020T17:50;3.2;371263819;368066560
22/10/2020T18:00;3.2;371425228;369876992
22/10/2020T18:10;3.2;371617546;369905664
22/10/2020T18:20;3.2;371766465;371208192
22/10/2020T18:30;3.2;371955648;377040896
22/10/2020T18:40;3.2;372088542;370188288
22/10/2020T18:50;3.2;372253802;373030912
22/10/2020T19:00;3.2;372465949;387809280
